Masking,Masking Categories,Age,Gender,Race,Prior Condition,Political Affiliation,Has Primary Care Physician,Education,Housing Status,Insurance Status,Internet,News,Family or Friends,Pamphlets,Community Organizations,Coworkers or Classmates,Health Care Professionals,Government Health Department,Other,No Information,Reason No Access to Masks,Reason Do Not Believe in Efficacy,Reason Ran Out of Masks,Reason Pressured Not to Wear Mask,Reason Makes it Hard to Work,Reason Uncomfortable,Reason Previously Wore But Got Tired,Reason Makes Breathing Difficult,Reason Masks No Longer Recommended,Reason Other
Always,Frequent,65-84,Female,White Non-Latinx,No,Missing,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,White Non-Latinx,Yes,Missing,Yes,College Degree,Housed,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,African American / Black,No,Democrat,Yes,High School or Less,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,African American / Black,Yes,Democrat,Yes,Some College,Housed,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Male,African American / Black,No,No Affiliation,Yes,High School or Less,Unhoused,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Male,Hispanic or Latinx,No,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,65-84,Male,White Non-Latinx,Yes,Republican,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,45-64,Male,African American / Black,No,No Affiliation,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,65-84,Female,African American / Black,Yes,Democrat,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,African American / Black,Yes,Democrat,Yes,Some College,Housed,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,18-24,Female,White Non-Latinx,No,Republican,Yes,College Degree,Housed,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Majority,Frequent,35-44,Female,Asian,No,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,African American / Black,Yes,Independent,Yes,High School or Less,Housed,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,65-84,Male,White Non-Latinx,Yes,Republican,Yes,Some College,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Infrequently,Infrequent,18-24,Female,White Non-Latinx,No,Democrat,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No
Always,Frequent,84-99,Male,White Non-Latinx,No,Independent,Yes,Some College,Housed,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Female,African American / Black,No,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Female,African American / Black,No,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,18-24,Female,Multiracial,No,Other,No,Some College,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,African American / Black,Yes,Missing,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,African American / Black,No,No Affiliation,Yes,High School or Less,Unhoused,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,White Non-Latinx,No,No Affiliation,No,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,White Non-Latinx,No,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,25-34,Male,White Non-Latinx,No,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes
Majority,Frequent,25-34,Female,White Non-Latinx,No,No Affiliation,No,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Male,Hispanic or Latinx,Yes,Democrat,No,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Male,Hispanic or Latinx,No,No Affiliation,No,High School or Less,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,Native Hawaiian / Pacific Islander,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Male,Hispanic or Latinx,Missing,No Affiliation,No,High School or Less,Housed,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,Hispanic or Latinx,No,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Hispanic or Latinx,No,No Affiliation,Yes,High School or Less,Unhoused,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,35-44,Male,Hispanic or Latinx,Missing,No Affiliation,No,High School or Less,Housed,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,White Non-Latinx,No,Missing,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Yes,Democrat,Yes,Missing,Housed,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,65-84,Male,White Non-Latinx,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,18-24,Female,White Non-Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,45-64,Male,Hispanic or Latinx,No,No Affiliation,Yes,Some College,Housed,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,African American / Black,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,18-24,Male,White Non-Latinx,No,Independent,Yes,Some College,Housed,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Never,Infrequent,35-44,Female,African American / Black,Yes,Democrat,No,College Degree,Housed,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,25-34,Female,White Non-Latinx,Yes,Other,Yes,College Degree,Housed,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,65-84,Female,Other,Yes,Missing,Yes,Some College,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Always,Frequent,45-64,Male,Asian,Yes,No Affiliation,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,45-64,Female,White Non-Latinx,Yes,Democrat,Yes,High School or Less,Housed,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Male,African American / Black,No,No Affiliation,No,Some College,Housed,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,White Non-Latinx,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,White Non-Latinx,Yes,No Affiliation,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,35-44,Male,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,65-84,Male,African American / Black,No,Democrat,Yes,High School or Less,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Male,White Non-Latinx,No,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,White Non-Latinx,No,Independent,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Asian,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Female,Asian,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,White Non-Latinx,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,Multiracial,Yes,No Affiliation,Yes,High School or Less,Unhoused,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,African American / Black,Yes,Democrat,Yes,Some College,Housed,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,18-24,Female,White Non-Latinx,Yes,Missing,No,Some College,Housed,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,45-64,Female,White Non-Latinx,Yes,Other,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Majority,Frequent,35-44,Male,White Non-Latinx,Yes,Missing,No,Some College,Housed,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,White Non-Latinx,No,Democrat,No,College Degree,Unhoused,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Asian,No,No Affiliation,Yes,College Degree,Housed,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,Hispanic or Latinx,Yes,Other,Yes,Some College,Housed,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,White Non-Latinx,No,Independent,Yes,College Degree,Housed,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,35-44,Female,White Non-Latinx,No,Republican,Yes,Some College,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,45-64,Female,White Non-Latinx,Yes,No Affiliation,Yes,Graduate or Professional Degree,Housed,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Male,White Non-Latinx,No,Democrat,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,Other,No,No Affiliation,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Female,Multiracial,No,No Affiliation,Yes,College Degree,Housed,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Yes,No Affiliation,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,65-84,Male,White Non-Latinx,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Female,White Non-Latinx,No,Democrat,Yes,Some College,Housed,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Female,Hispanic or Latinx,No,No Affiliation,Yes,Some College,Housed,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Multiracial,Yes,Independent,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,White Non-Latinx,Yes,Republican,Yes,Some College,Housed,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Missing,Democrat,Yes,Some College,Housed,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,45-64,Male,White Non-Latinx,No,Republican,Yes,Some College,Housed,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Always,Frequent,65-84,Male,Hispanic or Latinx,No,Democrat,Yes,College Degree,Housed,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Female,Missing,Yes,Missing,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,White Non-Latinx,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Male,White Non-Latinx,No,Democrat,Yes,High School or Less,Housed,Yes,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,25-34,Female,White Non-Latinx,Yes,Other,Yes,Graduate or Professional Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Around Half,Frequent,45-64,Male,African American / Black,Yes,Democrat,Yes,College Degree,Housed,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,African American / Black,No,Other,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,65-84,Male,White Non-Latinx,Yes,Republican,Yes,Graduate or Professional Degree,Housed,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Around Half,Frequent,65-84,Female,White Non-Latinx,Yes,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Male,Hispanic or Latinx,No,Democrat,Yes,College Degree,Housed,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,White Non-Latinx,No,No Affiliation,No,Graduate or Professional Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,45-64,Male,White Non-Latinx,Yes,No Affiliation,No,High School or Less,Unhoused,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,45-64,Male,Multiracial,Yes,Missing,Yes,High School or Less,Housed,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No
Never,Infrequent,18-24,Male,African American / Black,Yes,No Affiliation,Yes,Some College,Housed,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Majority,Frequent,25-34,Female,Multiracial,No,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Asian,No,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Female,Hispanic or Latinx,No,No Affiliation,No,College Degree,Housed,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Male,Other,No,No Affiliation,No,High School or Less,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Female,Hispanic or Latinx,No,No Affiliation,Yes,Some College,Housed,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Asian,No,No Affiliation,Yes,Some College,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Female,Hispanic or Latinx,No,No Affiliation,No,Some College,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,25-34,Female,Asian,No,No Affiliation,No,Some College,Housed,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
Always,Frequent,45-64,Female,White Non-Latinx,No,Republican,Yes,Some College,Housed,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Male,African American / Black,No,No Affiliation,No,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Other,No,Republican,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,65-84,Female,White Non-Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Always,Frequent,45-64,Female,White Non-Latinx,No,Democrat,No,Some College,Housed,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,65-84,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
Always,Frequent,65-84,Male,White Non-Latinx,No,Democrat,Yes,Graduate or Professional Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,Graduate or Professional Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Majority,Frequent,25-34,Male,Hispanic or Latinx,Missing,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,African American / Black,Yes,No Affiliation,Yes,College Degree,Housed,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,Hispanic or Latinx,Missing,No Affiliation,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Male,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,African American / Black,Yes,Democrat,Yes,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,Hispanic or Latinx,Yes,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,65-84,Female,White Non-Latinx,Yes,Democrat,No,Graduate or Professional Degree,Housed,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Male,Hispanic or Latinx,No,No Affiliation,No,High School or Less,Housed,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Male,Other,No,No Affiliation,No,Some College,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,Hispanic or Latinx,No,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Infrequently,Infrequent,18-24,Female,White Non-Latinx,Yes,Other,No,High School or Less,Unhoused,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
Always,Frequent,35-44,Female,White Non-Latinx,Yes,Republican,Yes,High School or Less,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Female,Hispanic or Latinx,Yes,Missing,No,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,45-64,Female,White Non-Latinx,No,No Affiliation,Yes,High School or Less,Housed,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,35-44,Female,White Non-Latinx,Yes,Democrat,No,Some College,Unhoused,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,45-64,Male,White Non-Latinx,No,Republican,No,High School or Less,Housed,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes
Infrequently,Infrequent,45-64,Female,White Non-Latinx,Missing,Missing,Yes,Some College,Housed,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
Always,Frequent,45-64,Male,Asian,No,Republican,Yes,Graduate or Professional Degree,Unhoused,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Female,African American / Black,No,Missing,No,College Degree,Housed,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Never,Infrequent,25-34,Male,White Non-Latinx,No,No Affiliation,Yes,High School or Less,Housed,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Majority,Frequent,25-34,Male,White Non-Latinx,Yes,No Affiliation,Yes,High School or Less,Unhoused,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Around Half,Frequent,25-34,Male,Asian,Yes,No Affiliation,Yes,College Degree,Housed,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,25-34,Female,White Non-Latinx,Yes,Democrat,No,Some College,Housed,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Always,Frequent,18-24,Male,White Non-Latinx,No,Democrat,Yes,Some College,Housed,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
